,AAPL.O,ADBE.O,ADI.O,ADP.O,ADSK.O,AEP.O,ALGN.O,AMAT.O,AMD.O,AMGN.O,AMZN.O,ANSS.O,ASML.O,ATVI.O,AVGO.O,BIDU.O,BIIB.O,BKNG.O,CDNS.O,CDW.O,CERN.O,CHKP.O,CHTR.O,CMCSA.O,COST.O,CPRT.O,CRWD.O,CSCO.O,CSX.O,CTAS.O,CTSH.O,DLTR.O,DOCU.O,DXCM.O,EA.O,EBAY.O,EXC.O,FAST.O,FB.O,FISV.O,FOX.O,FOXA.O,GILD.O,GOOG.O,GOOGL.O,HON.O,IDXX.O,ILMN.O,INCY.O,INTC.O,INTU.O,ISRG.O,JD.O,KDP.O,KHC.O,KLAC.O,LRCX.O,LULU.O,MAR.O,MCHP.O,MDLZ.O,MELI.O,MNST.O,MRNA.O,MRVL.O,MSFT.O,MTCH.O,MU.O,NFLX.O,NTES.O,NVDA.O,NXPI.O,OKTA.O,ORLY.O,PAYX.O,PCAR.O,PDD.O,PEP.O,PTON.O,PYPL.O,QCOM.O,REGN.O,ROST.O,SBUX.O,SGEN.O,SIRI.O,SNPS.O,SPLK.O,SWKS.O,TCOM.O,TEAM.O,TMUS.O,TSLA.O,TXN.O,VRSK.O,VRSN.O,VRTX.O,WBA.O,WDAY.O,XEL.O,XLNX.O,ZM.O,
2020-08-10,450.91,443.29,116.76,138.17,231.88,85.94,302.905,65.24,82.24,238.17,3148.16,308.78,365.41,82.26,327.36,125.06,300.26,1768.58,107.19,113,71.98,124.64,602.34,43.02,340,98.86,97,47.73,74.08,316.4,67.11,97.74,198.38,421.22,140.7,54.37,38.31,47.93,263,99.34,24.68,24.4,68.51,1496.1,1496.82,159.43,377.19,353.35,94.32,49.22,304.18,683,61.49,29.76,34.79,203.09,375.76,344.32,97.13,100.26,55.49,1124.31,82,72.01,35.35,208.25,115.65,49.15,483.38,456.38,446.6,121.39,199.66,461.15,74.39,89.85,87.53,135.98,67.12,193.32,106.36,608.24,92.51,77.47,157.7,6.01,195.64,197.9,143.54,28.4,165.95,116.07,1418.57,135.41,189.65,206.3,268.73,42.86,181.05,72.45,106.45,250,
2020-08-11,437.5,435.23,116.56,138.1,228.79,83.29,304.13,64.46,76.88,234.65,3080.67,301.92,361.31,79.12,324.03,124.6,289.94,1805.1,105.18,117.21,72.41,123.99,590.48,42.99,332.43,99.94,98.16,47.19,75.14,318.33,66.53,96.49,191.82,411.15,135.7,54.29,37.9,47.39,256.13,98.22,24.94,24.66,68.1,1480.32,1480.54,160.28,374.03,341.21,92.98,48.19,299.2,675,61.18,29.57,34.63,200.54,369.01,335.37,97.01,100.64,55.2,1100.01,80.6,68.97,34.69,203.38,115.5,47.76,466.93,454.51,434,121.33,196.18,454.02,73.95,90.39,87.27,135.12,64.96,189.03,108.83,598.86,93.6,78.87,153.48,6.045,191.04,195.64,141.33,28.66,160.75,113.59,1374.39,136.04,187.89,201.8,261.86,41.85,177.55,70.52,104.61,231.04,
2020-08-12,452.04,445.36,119.22,139.58,231.57,84.15,307.98,66.5,82.61,241.72,3162.24,308.4,374.81,81.71,333.64,126.11,293.22,1808.07,107.28,116.61,72.77,124.96,598.74,43.34,336.76,99.98,98.45,48.1,75.03,319.89,66.98,99.21,193.3,427.89,139.9,55.49,38.71,48.14,259.89,97.97,25.21,24.92,68.84,1506.62,1507.24,160.07,384.83,344.14,94.22,49.19,304.75,683.09,62.9,30.11,35.33,208,381.52,345.33,96.03,102.09,56.03,1111.64,82.65,69.52,35.28,209.19,115.92,48.48,475.47,474.53,457.61,124.91,198.82,463.51,74.13,90.33,90.11,137.8,64.36,191.32,115.79,612.35,94.07,79.29,158.79,6.09,194.34,190.4,147.56,29.36,161.06,115.25,1554.76,138.64,190.43,205.22,270.85,41.82,178.25,71.48,106.04,236.72,
2020-08-13,460.04,450.02,118.11,139.26,238.19,83.66,312.22,65.07,81.84,240.46,3161.02,314.77,374.76,81.29,329.42,124.57,288.54,1792.97,108.66,114.58,73.08,124.89,604.22,43.39,335.7,100.01,100.89,42.72,74,318.98,66.9,97.27,199.38,435.28,141.77,56.28,37.94,48.01,261.3,99.48,25.69,25.57,68.18,1518.45,1516.65,158.98,385.25,353.53,95.56,48.56,306.71,690.56,62.54,30.16,35.57,209.96,377.02,350.29,96.495,100.58,56.01,1157.05,83.82,67.83,34.7,208.7,117.44,46.14,481.33,464.87,457.72,122.74,202.83,461.34,74.475,88.5,88.85,138.1,65.71,193.07,113.41,610.89,93.07,79.02,160.14,6.005,196.35,193.37,148.06,28.7,164.36,115.37,1621,137.15,190.71,210.3,267.15,41,183.76,71.28,105.5,247.25,
2020-08-14,459.63,447.6,117.18,138.96,234.35,82.95,306.96,67.62,81.3,239.71,3148.02,313.19,371.1,80.4,327.82,116.74,289.45,1778.87,108,113.52,72.91,123.95,604.99,43.77,336.28,100.01,101.25,42.5,74.25,316.44,66.93,98.84,199.71,425.16,140.43,56.29,37.93,47.99,261.24,99.77,25.82,25.74,68.5,1507.73,1504.63,160.28,379.4,347.56,94.87,48.89,305.54,684.52,62.06,29.89,35.59,211.51,373.64,349.12,96.01,100.2,56.12,1156.44,83.32,69.15,33.57,208.9,118.8,45.6,482.68,461.39,462.56,123.04,198.86,463.55,74.31,88.95,85.04,137.56,64.34,191.46,113.74,612.57,94.06,78.37,157.27,5.98,196.16,192.34,146.12,28.54,162.69,115.49,1650.71,137.35,189.15,207.29,267.29,41.91,181.58,70.73,105.31,244.91,
2020-08-17,458.43,451.58,117.44,139.66,239,81.23,309.52,66.94,82.42,243.01,3182.41,317.36,378.51,81.99,330.32,123.92,289.16,1752.92,109.52,113.62,72.86,123.66,604.97,43.53,339.96,101.16,105.34,42.09,74.99,320.99,67.54,100.87,207.7,440.92,140.45,57.35,37.34,48.24,261.16,102.18,25.71,25.56,69.15,1517.98,1516.24,158.76,384.39,354.13,97.48,48.93,308.01,694,66.98,29.75,35.93,216.63,379.08,354.87,95.72,103.36,56.52,1189.87,83.45,69.76,33.78,210.28,114.105,45.22,482.35,474.57,493.48,124.8,199.73,469.46,74.45,88.61,89.18,137.92,65.26,196.29,112.18,620.73,97.13,78.95,161.82,5.995,200.21,195,146.09,28.29,164.35,116.87,1835.64,138.28,189.07,206.75,273.84,41.175,185.24,70.2,104.64,266.15,
2020-08-18,462.25,463.51,117.88,139.95,242.69,81.55,306.07,66.43,81.66,241.5,3312.49,320.47,377.22,83.13,328.64,124.2,288.88,1778.91,109.15,110.98,73.41,127.61,610.69,43.54,340.75,101,107.1,41.98,74.41,318.77,67.22,99.24,209.47,437.22,142.58,57.03,37.07,48.07,262.34,102.67,25.735,25.635,69.06,1558.6,1555.78,157.38,386.65,356.07,97.56,48.65,308.9,692.39,70.32,29.1,35.66,211.76,374.57,358.78,94.44,107.35,57.27,1208.64,82.98,67.03,33.38,211.49,115.21,44.4,491.87,479.82,490.43,124.38,205.68,470.1,74.5,88.56,91.59,138.11,69.82,194.57,112.03,618.59,94.3,78.99,157.57,5.95,200.09,197.65,143.19,28.07,166.98,116.02,1887.09,139.31,189.13,206.99,271.31,40.76,191.56,70,103.22,276.8,
2020-08-19,462.83,462.01,118.15,138.9,241.42,80.92,301.51,65.87,81.09,240.49,3260.48,319.53,374.94,81.98,329.21,122.71,279.98,1767.47,108.53,111.99,72.44,128.08,611.66,43.32,340.9,100.51,108.15,41.87,74.05,318.5,66.89,99.75,208.21,432.88,141.86,57.71,37.02,48.02,262.59,100.44,25.92,25.85,65.7,1547.53,1544.61,156.85,381.5,353.35,96.27,48.33,310.55,691.41,72.56,29.34,35.43,210.54,372.19,360.84,94,108.12,56.76,1212.45,82.67,68,33.11,209.7,114.15,44.05,484.53,475.72,485.54,123.75,205.29,466.06,74.14,88.11,95.94,136.45,67.59,192.44,111.04,629.63,90.26,77.63,157.72,5.87,198.22,195.46,142.05,27.81,163.15,115.14,1878.53,138.48,187.24,206.15,270.07,40.25,191.2,69.58,102.39,273.51,
2020-08-20,473.1,478.48,117.45,139.15,249.15,79.41,297.25,63.79,82.77,238.73,3297.37,328.32,372.17,83.995,328.83,123.48,277.52,1768.69,111.26,112.32,71.63,127.84,612.54,43.27,340.87,100.39,112.49,42.31,73.91,320.03,66.3,98.91,214.48,431.88,143.48,57.66,36.31,48.2,269.01,97,25.92,25.89,66.05,1581.75,1576.25,156.17,383.33,354.6,95.53,49.17,320.06,693.05,73.94,29.19,34.85,206.85,358.5,366.42,94.02,104.92,57.24,1218.3,83.01,67.81,32.79,214.58,113.08,42.985,497.9,479.29,485.64,121.45,211.03,461.99,74.04,87.18,97.13,136.72,68.72,198.18,110.66,616.89,87.46,77.22,158.5,5.83,215.16,200.17,140.63,28,167.85,115.4,2001.83,138.57,185.86,208.16,271.43,39.71,194.32,69.01,101.38,290.69,
2020-08-21,497.48,473.22,116.02,138.08,248.27,79.08,294.29,62.27,83.81,237.64,3284.72,324.5,372.12,83.21,330.02,122.45,277.07,1779.37,110.57,111.15,71.82,128.37,613.96,43.07,344.61,100.69,112.02,42.25,74.13,320.39,65.72,100.3,210.18,426.9,141.21,58.205,36.52,48.54,267.01,95.63,26.01,26,66.5,1580.42,1575.57,157.5,383.46,353.07,94.11,49.28,322.23,693.88,74.98,28.93,34.56,203.97,353.44,368.75,95.27,107.93,57.47,1202.28,82.73,66.45,33.46,213.02,112.55,42.66,492.31,484.98,507.34,121.5,208.39,460.33,73.91,87.02,84,136.46,69.35,196.79,113,605.49,87.22,77.07,157.5,5.82,213.1,202.35,142.05,28.12,166.64,115.01,2049.98,140.33,185.65,206.73,271.28,39.46,192.65,69.61,102,289.68,
2020-08-24,503.43,476.3,117.23,140.66,251.8,80.78,295.08,63.74,83.08,235.57,3307.46,325.25,377.99,83.1,334,122.88,276.56,1834.44,111.28,112.29,72.36,129.68,612.53,43.8,344.13,100.83,111.245,42.18,75.11,325.36,67.62,102.29,204.49,422.79,142.33,58.78,37.69,47.88,271.39,96.22,27.05,26.98,66.08,1588.2,1585.15,159.37,380.62,348.87,94.04,49.14,333.12,695.74,76.18,29.16,35.09,208.36,351.02,376.31,97.89,107.42,57.98,1212.09,83.69,64.88,34.715,213.69,111.9,43.76,488.81,492.89,508.81,123.78,205.12,463.91,75.52,86.9,83.16,137.64,66.87,198.88,115.91,594.77,89.31,78.68,154.86,5.85,213.77,202.23,142.25,28.58,168.93,115.26,2014.2,141.02,185.11,207.3,267.43,39.74,191.6,70.41,102.47,282.28,
2020-08-25,499.3,484.43,119.9,141.06,252.24,79.77,296.68,64.05,86.35,248.22,3346.49,326.49,380.83,83.62,336.14,125.7,279.03,1853.8,111.26,112.15,71.81,127.84,609.75,43.41,344.71,101.88,113.57,41.96,75.83,324.73,66.94,102.64,205.09,430.07,142.21,58.05,37.13,47.89,280.82,98.24,26.96,26.9,66.05,1608.22,1605.85,164.53,383.93,350.95,95.31,49.43,336.42,699.5,78.97,29.3,35.37,210.28,352.5,378.5,98.77,109,57.89,1224,83.97,66.25,35.21,216.47,112.28,45.1,490.58,514.16,510,127.31,209.53,465.94,75.85,86.41,87.24,137.3,66.45,201.67,115.95,610.5,91.25,82.72,154.89,5.86,216.17,203.62,142.53,28.75,172.59,115.41,2023.34,141.66,185.97,205.7,272.35,39.5,194.03,68.97,103.39,290.44,
2020-08-26,506.09,528.49,120.51,139.61,248.21,78.61,300.7,63.76,86.02,250.18,3441.85,331.48,385.92,84.48,339.67,127.47,279.17,1866.97,112.67,111.17,71.39,128.95,614.56,44.2,344.27,102.43,117.11,42.25,75.41,325.95,67.75,104.24,214.41,425.69,143.63,58.58,37.275,48.09,303.91,97.94,27.15,27.15,65.6,1652.38,1644.13,165.31,386.02,353.56,93.75,49.55,342.34,699.99,80.38,29.8,35.31,212.23,351.8,381.5,97.38,107.63,58.36,1215.93,83.97,70.5,35.61,221.15,112.53,44.96,547.53,514.01,510.92,127.53,224.14,462.7,75.84,86.87,89.25,138.47,67.3,203.48,116.04,612,89.86,82.41,154.48,5.83,219.77,216.74,142.71,28.6,182.95,116.19,2153.17,142.45,186.41,208.51,271.29,38.67,213.62,68.13,104.98,295.27,
2020-08-27,500.04,510.32,119.04,141.01,243.11,78.37,305.64,62.03,83.8,252.81,3400,332.34,376.22,83.9,339.14,127.25,279.26,1893.5,109.36,114.84,73.24,127.63,614.29,44.54,346.36,103.08,117.13,42.29,76.19,328.78,67.41,96.72,214.77,427.75,141.77,56.31,36.89,48.35,293.22,99,27.64,27.57,65.55,1634.33,1628.52,165.99,386.28,351.11,94.3,49.4,345,709.39,79.3,29.93,34.76,204.45,341.45,374.84,101.79,107.41,58.13,1201.4,83.34,68.03,35.91,226.58,111.53,44.62,526.27,511.88,505.13,126.05,218.44,462.58,76.54,86.33,88.82,138.4,70.3,204.34,116.02,614.97,90.86,83.41,154.11,5.9,217.17,215.39,140.1,29.03,188.31,115.24,2238.75,141.49,186.61,207.87,274.34,39.34,216.63,68.63,103.72,294.68,
2020-08-28,499.23,516.44,119.58,141.34,247.39,78.35,300.58,63.07,85.55,253.12,3401.8,336.71,379.47,83.21,344.82,129,281.46,1945.25,110.86,115.34,72.8,126.89,615.64,44.56,348.37,104.08,118.64,42.2,77.07,333.88,67.69,94.73,215.24,418.95,140.87,54.27,37.04,48.84,293.66,100.16,27.92,27.815,65.26,1644.41,1639.43,168.38,383.98,354,93.9,50.43,346.11,727.01,79.96,30.07,34.88,208.61,350.78,377.48,106.26,110.52,58.31,1178.9,84.54,67.49,38.25,228.91,111.5,45.69,523.89,504.17,525.91,127.23,207.98,462.95,77.31,86.49,89.2,139.94,75.96,204.48,118.2,602.61,93.83,85,153.66,5.96,219.49,220.42,143.62,30.63,192.43,116.26,2213.4,143.49,187.35,208.14,269.96,38.76,243.88,68.65,104.91,299.27,
2020-08-31,129.04,513.39,116.88,139.09,245.7,78.83,296.98,61.6,90.82,253.32,3450.96,339.01,374.18,83.52,347.15,124.57,287.64,1910.45,110.91,113.65,73.37,126.26,615.61,44.81,347.66,103.32,125.73,42.22,76.46,333.24,66.86,96.27,223,425.41,139.47,54.78,36.91,48.86,293.2,99.58,27.8,27.86,66.75,1634.18,1629.53,165.55,391.06,357.22,96.35,50.95,345.39,730.84,78.64,29.83,35.04,205.14,336.34,375.67,102.91,109.7,58.42,1168.59,83.86,64.89,38.78,225.53,111.68,45.51,529.56,487.21,534.98,125.76,215.37,465.63,76.47,85.84,88.94,140.06,76.67,204.14,119.1,619.93,91.08,84.47,158.34,5.87,221.3,219.33,144.85,30.24,191.76,116.68,498.32,142.15,186.67,214.8,279.12,38.02,239.71,69.475,104.16,325.1,
2020-09-01,134.18,527.95,118.76,138.53,253.51,77.82,305.43,61.89,92.18,250.86,3499.12,343.89,386.9,83.33,359.54,126.93,279.75,1928.86,113.98,112.59,72.47,126.64,617.24,45.05,351.38,104.02,143.69,42.03,78.04,335.31,66.97,93.68,268.8,422.19,138.29,53.65,36.33,49.49,295.44,99.37,27.49,27.44,65.83,1660.71,1655.08,167.97,398.49,347.84,92.97,50.79,347.18,741.57,82.49,29.95,34.14,207.95,340.56,391.16,103.09,112.35,58.2,1209.26,84.84,63.32,39.19,227.27,113.41,45.76,556.55,491.79,552.84,128.2,224.5,473.2,76.26,87.05,91.36,139.19,83.67,208.93,122.01,592.68,91.27,86.05,153.66,5.83,225.34,223.59,146.46,30.65,196.41,116.9,475.05,144.96,187.69,215.78,275.49,36.76,241.75,68.55,105.31,457.69,
2020-09-02,131.4,533.8,121.83,142.48,261.35,80.31,324.43,65.08,90.22,258.12,3531.45,350.59,398.49,83.45,375.01,124.26,285.6,1948.73,117.09,117.53,75.23,130.58,622.45,45.17,358.86,104.8,142.07,42.42,77.68,342.38,68.82,94.7,265.16,447.71,139.56,55.085,38.03,49.67,302.5,103.13,27.99,27.88,66.79,1728.28,1717.39,172.47,406.31,364.53,95.44,52.25,354.18,765.11,83.21,30.4,34.71,215.54,362.7,398.29,104.39,114.69,59.01,1195.96,86.53,64.72,41.185,231.65,117.49,47.83,552.84,493.62,573.86,132.1,230.6,482.62,78.01,87.88,90.29,143.29,91.06,210.82,123.18,610.15,94.56,88.35,156.07,5.93,229.36,221.79,153.29,30.6,192.07,118.88,447.37,147.64,192.79,219.7,281.89,37.17,233.48,71.55,108.86,423.56,
2020-09-03,120.88,507.8,117.12,139.14,242.09,79.56,314.52,61.46,82.54,247.91,3368,332.14,376.16,80.31,352.09,121.42,276.15,1945.45,108.06,112.17,73.77,124.01,608.1,44.44,348.3,102.94,129.25,40.95,75.65,330.7,67.12,92.92,242.01,412.95,132.82,53.16,37.29,47.02,291.12,100.66,27.51,27.35,65.91,1641.84,1629.51,166.3,381.28,346.52,91.57,50.39,339.63,741.61,79.04,29.8,33.55,201.41,341.53,377.87,103.09,109.01,57.83,1087.12,82.7,64.84,38.32,217.3,110.54,46.33,525.75,485.33,520.62,126.1,208.78,471.95,76.34,85.45,85.76,139.37,82.28,204.99,116.43,577.4,93.79,86.48,149.7,5.76,214.79,206.72,139.91,30.11,181.78,114.84,407,141.67,187.28,207.78,267.42,37.09,223,70.65,103.1,381.32,
2020-09-04,120.96,491.94,117.44,138.53,233.88,79.05,309,60.96,82.01,248.4,3294.62,321.21,367.42,79.01,362.95,122.87,276,1917.74,105.88,114.25,72.01,119.98,604.02,44.43,346.57,103.49,125.19,40.82,75.51,331.11,66.81,91.23,216.26,398.24,130.13,52.54,37.09,46.27,282.73,99.03,27.76,27.66,66.01,1591.04,1581.21,166.69,370.66,342.39,90.49,50.08,333.11,735.28,80,29.54,33.47,193.37,333.12,361.41,104.82,108.15,57.88,1083.38,82.27,62.6,37.36,214.25,105.94,46.48,516.05,485.25,504.9,126.33,203.44,471.01,76.06,85.62,85.04,138.76,80.63,191.84,115.97,580.36,93.32,86.27,149.21,5.72,208.98,200.14,139.01,30.66,175.54,114.29,418.32,140.47,182.77,203.54,266.5,36.89,215.8,70.02,101.64,369.89,
2020-09-08,112.82,462.13,112.93,135.89,224.36,78.98,309.22,55.63,78.69,241.18,3149.84,308.61,347.35,76.18,350.54,119.31,268.9,1891.6,100.44,111.72,70.04,117.44,596.5,43.81,338.86,101.57,125.63,40,75.26,318.78,65.6,89.83,205.63,389.19,124.3,51.53,36.42,43.71,271.16,94.98,27.84,27.69,64.14,1532.39,1523.6,164.27,364.19,340.95,89.73,48.91,320.82,694.17,76.22,28.86,31.76,174.47,302.72,349.8,103.98,102.88,56.39,1022.53,80.1,54.34,37.55,202.66,102.06,45.03,507.02,457.74,476.52,119.72,197.13,470.41,74.29,83.49,81.71,135.55,85.6,185.95,109.77,561.89,93.59,85.41,146.48,5.62,198.99,191.89,130.84,30.19,168.92,111.57,330.21,136.04,178.09,196.81,258.61,36.1,208.58,69.11,97.69,350.88,
2020-09-09,117.32,479.46,115.46,137.26,232.78,79.91,323.92,55.2,81.91,245.57,3268.61,320.05,359.37,79.59,360.03,119.4,272.51,1871.07,104.34,110.55,71.57,119.79,613.28,44.6,346.43,103.04,128.18,40.13,76.66,325.93,66.41,91.81,211.79,401.68,128.7,53.44,36.67,45.23,273.72,96.425,28.29,28.2,64.51,1556.96,1547.23,165.75,374.16,347,91.51,49.62,328.21,719.48,77.19,29.52,31.65,174.46,300.91,323.93,102.01,101.45,57.5,1057.34,82.74,56.9,39.45,211.29,105.56,45.15,500.19,472.01,508.6,124.24,200.49,476.28,75.78,84.96,84.65,137.11,91.17,194.6,114.02,571.15,93.47,85.86,148.38,5.71,205.33,196.55,137.61,29.64,171.37,113.2,366.28,139.68,182.96,200.33,263.04,35.35,210.75,70.59,100.39,389.65,
2020-09-10,113.49,476.26,114.27,131.9,228.2,78.52,327.95,55.12,78.98,240.64,3175.11,317.42,357,79.09,357.08,119.16,266.51,1816.59,102.22,110.08,70.38,118.1,604.06,44.02,339.53,101.95,129.35,39.57,75.82,317.48,65.56,90.25,205.95,390.02,127.26,52.32,35.84,43.96,268.09,95,28.15,28.19,63.77,1532.02,1526.05,164.27,367.76,346.11,88.26,48.96,320.39,705.6,74.53,28.53,31.51,173.13,297.51,320,100.38,100.6,57.1,1040.99,81.78,57.56,38.51,205.37,105.46,44.87,480.67,459.52,492.47,123.1,198.48,469.27,75.3,82.84,83.87,134.76,87.75,190.09,112.44,550.1,90.71,84.88,145.95,5.58,203.28,192.83,135.23,28.89,169.72,111.72,371.34,137.19,181.5,198,255.65,34.67,207.31,69.13,98.8,384.48,
2020-09-11,112,471.35,113.8,133.44,227.48,79.15,317.66,55,76.34,243.21,3116.22,314.08,359.23,77.97,359.7,120.62,269.91,1783.74,101.51,111.32,70.95,118.27,601.52,44.67,339.13,102.01,126.28,39.88,77.17,320.95,68.18,90.05,197.94,383.46,126.02,52.77,35.83,44.03,266.61,93.06,28.14,28.14,65.58,1520.72,1515.76,166.45,364.82,349.93,88,49.28,315,702.54,74.18,28.83,31.71,171.94,293.99,313.39,99.26,100.7,57.55,1032.98,81.34,59.34,38.76,204.03,103.65,46.09,482.03,455.71,486.58,124.75,193.66,474.65,74.99,83.89,84.74,135.81,84.04,184,113.42,544.75,90.22,85.27,149.97,5.48,200.24,186.93,136.15,28.76,167.63,111.58,372.72,136.37,181.64,198.13,257.96,34.7,206.2,68.855,98.65,383,
2020-09-14,115.355,485.91,114.62,136.57,229.83,80.34,323.46,56.46,77.9,246.75,3102.97,321.6,367.94,79.12,362.2,121.88,278.29,1784.59,103.23,113.15,71.94,121,609.7,45.27,342.92,103.855,128.5,40.37,78.96,327.81,69.29,88.92,202.95,393.61,126.18,52.3,36.26,44.33,266.15,97.17,28.7,28.66,66.34,1519.28,1508.83,168.47,365.56,353.65,93.15,49.41,318.31,716.34,76.59,28.81,31.87,178.08,305.42,313.82,104.68,102.21,58.01,1036.77,82.89,63.67,39.22,205.41,108.26,49.03,476.26,465.45,514.89,125.7,194.69,478.12,77.62,86.355,85.28,136.67,82.01,186.96,113.46,564.2,93.77,86.63,171.79,5.64,205.54,183.67,137.79,29.41,168.84,112.27,419.62,138.53,185.08,202,264.8,35.11,208.41,69.54,101.72,403.51,
2020-09-15,115.54,497.67,116.06,136.97,235.87,80,335.24,57.2,78.93,248.35,3156.13,328.21,370.25,81.75,366.91,124.49,278.45,1787,105.23,114.18,71.7,122.78,622.55,46.46,343.91,105.08,131.45,40.6,80.27,328.17,70.13,88.65,202.02,397.97,128.33,51.78,36.165,44.68,272.42,100.59,28.64,28.61,66.2,1541.44,1535.12,168.3,369.24,352.19,91.43,50,322.47,715.57,77,28.8,31.97,180.76,308.93,315.49,105.39,103.62,58.09,1029.99,83.14,66.88,39.005,208.78,110.98,49.05,495.99,477.48,519.64,127.41,193.42,477.41,78.91,85.77,82.65,135.62,85.45,186.02,116.58,579.9,93.92,87.71,174.87,5.36,210.95,185.35,140.91,29.03,171.02,115.93,449.76,140.64,187.84,204.33,266.85,35.27,207.63,70.41,102.83,410.94,
2020-09-16,112.13,476,115.56,137.71,230.76,80.46,329.86,56.47,76.66,247.76,3078.1,317.89,362.38,79.99,367.04,126.03,276.39,1806.66,102.55,113.91,72.42,120.83,630.07,46.81,343.73,105.25,131.15,40.42,79.35,326.21,70.72,89.26,197.01,393.92,126.74,50.42,36.26,44.26,263.52,102.26,29.46,29.34,65.65,1520.9,1512.09,170,362.36,322.47,89.94,50.37,313.38,691.39,75.09,28.43,31.36,180.81,306.6,309.99,107.76,103.565,57.97,1003,81.87,68.84,38.08,205.05,108.3,50.21,483.86,474.29,500.58,128.59,193.16,469.92,79.75,86.42,82.65,134.98,82.59,180.91,114.56,569.15,96.02,88.38,176.62,5.4,206.86,182.55,140.34,29.36,171.17,113.76,441.76,139.68,186.79,202.99,267.55,36.28,205.62,70.92,102.33,408.17,
2020-09-17,110.34,474.3,115.49,137.87,226.97,80.04,328.03,56.34,76.55,248.08,3008.73,308.88,366.74,78.77,365.92,124.67,275.37,1787.21,101.15,114.23,71.78,119.98,620.31,45.58,338.88,102.25,128.58,40.37,79.5,325.01,70.12,88.54,193.39,386.21,125.26,48.64,35.93,44.26,254.82,103.8,28.77,28.63,65.04,1495.53,1487.04,170.34,354.2,298.02,90.42,50.32,307.23,680.87,74.37,28.31,30.64,180.49,305.89,303.11,104.41,103.52,57.21,980.15,80.71,67.89,38.705,202.91,107.56,50.98,470.2,470.01,498.54,127.76,194.9,467.39,79.52,85.86,81.02,133.2,85.2,175.79,114.88,565,93.88,86.75,175.66,5.31,201.86,177.68,138.36,29.68,168.25,111.91,423.43,140.4,184.79,203.49,271.46,37.21,203.19,68.44,101.4,413.125,
2020-09-18,106.84,467.55,114.91,135.09,225.13,78.78,320.97,56.15,74.93,247.72,2954.91,305.08,366.34,80.09,359.73,124.66,274.48,1732.28,99.76,112.82,69.85,118,625.25,45.26,335.96,103.66,131.43,39.81,79.83,318.27,68.86,88.02,194.86,389.31,125.9,48.61,35.07,44.04,252.53,103.5,28,27.96,65.05,1459.99,1451.09,168.7,354.76,295.5,86.79,49.89,300.13,655.57,74.5,28.05,29.74,178.96,307.21,294.76,99.88,101.4,56.52,998.06,78.99,69.87,38.49,200.39,108.41,50.74,469.96,466.07,487.57,126.09,197.65,463.9,78.59,84.24,79.81,131.47,89.7,176.07,110.69,555.24,92.27,84.95,180.94,5.16,197.93,174.89,136.01,29.43,171.14,110.72,442.15,138.66,181.58,204.68,265.39,36.93,200.45,66.9,100.72,438.73,
2020-09-21,110.08,475.64,113.93,131.03,227.64,79.36,322.3,57.32,77.94,243.19,2960.47,309.19,362.62,81.41,351.79,124.55,268.3,1652.39,102.1,108.81,68.7,116.88,614.34,44.68,339.57,102.63,138.13,39.04,77.58,316.59,67.39,85.97,205.02,391.69,128.29,50.14,34.75,43.72,248.15,99.61,26.89,26.78,64.21,1431.16,1430.14,161.37,364.7,270.13,85.39,49.72,307.7,641.95,75.13,27.865,29.65,181.1,314.96,295.56,93.02,98.5,55.85,1011.99,78.38,69.26,38.38,202.54,106.85,49.15,487.35,479.89,500.69,121.35,206.47,453.96,76.75,81.86,79.96,131.24,94.8,183.21,111.92,555.7,90.42,83.89,178.83,5.11,201.98,177.73,134.25,28.23,177.4,110.57,449.39,136.98,178.68,202.89,264,35.79,203.55,66.64,99.41,468.47,
2020-09-22,111.81,486.78,114.7,132.91,229.56,79.85,322.57,57.89,77.7,247.5,3128.99,315.44,364.64,82.65,361.59,124.03,272.76,1674,102.83,110.17,68.63,120.05,633.05,46.19,344.45,105.06,142.68,39.32,77.93,324.01,68.25,86.8,212.13,398.13,131.02,50.92,35.21,44.79,254.75,101.09,26.95,26.77,63.4,1465.46,1459.82,162.68,368.32,268.51,86.93,49.95,317.28,666.02,75,27.85,29.23,183.3,318.69,313.6,95.5,99.2,55.81,1060.97,79.23,68.72,38.86,207.42,106.51,49.7,491.17,484.28,505.51,122.63,211.86,455.4,77.6,82.34,80.04,132.15,94.39,187.78,113.82,571.51,90.62,83.95,181.95,5.13,204.8,184.93,139.64,27.96,180.26,112.39,424.23,138.65,180.39,205.29,267.58,35.72,211.8,66.87,100.02,492.6,
